DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TAVG,TMAX_7d_AVG,TMIN_7d_AVG,PRCP_7d_SUM,SNOW_7d_SUM,FREEZE_DAYS_7d,TMAX_14d_AVG,TMIN_14d_AVG,PRCP_14d_SUM,SNOW_14d_SUM,FREEZE_DAYS_14d,TMAX_30d_AVG,TMIN_30d_AVG,PRCP_30d_SUM,SNOW_30d_SUM,FREEZE_DAYS_30d,CUM_SNOW,CUM_PRCP,DAYS_BELOW_FREEZING,YEAR,MONTH,DAY,DOY,SEASON,WINTER_DAY,ONI,SKI_SEASON,SEASONAL_ONI
2014-02-15,0.021666666666666667,0.0,1.0,54.5,36.0,,47.976190476190474,31.40476190476191,4.333333333333333,3.02,4.5,41.32142857142858,23.511904761904763,5.148333333333333,6.540000000000001,11.333333333333334,44.5,20.855555555555554,6.8566666666666665,14.919999999999998,26.333333333333332,10.700000000000001,6.094285714285715,36.285714285714285,2014.0,2.0,15.0,46.0,2013-2014,107.0,-0.5,2013-2014,-0.1
2014-02-16,0.21666666666666667,0.4,1.0,53.666666666666664,29.166666666666668,,50.1904761904762,30.976190476190478,1.3116666666666668,0.82,4.833333333333333,42.916666666666664,24.9047619047619,5.355,6.94,11.333333333333334,44.55555555555555,21.288888888888888,7.073333333333334,15.319999999999999,26.333333333333332,10.985714285714286,6.28,37.142857142857146,2014.0,2.0,16.0,47.0,2013-2014,108.0,-0.5,2013-2014,-0.1
2014-02-17,0.0,0.0,0.6,47.666666666666664,21.666666666666668,,50.97619047619048,29.78571428571429,0.25333333333333347,0.4,4.666666666666667,44.202380952380956,25.488095238095237,5.246666666666667,5.540000000000001,11.166666666666666,44.449999999999996,21.405555555555555,7.073333333333334,15.319999999999999,26.166666666666668,10.985714285714286,6.28,37.857142857142854,2014.0,2.0,17.0,48.0,2013-2014,109.0,-0.5,2013-2014,-0.1
2014-02-18,0.0,0.0,0.2,49.333333333333336,21.166666666666668,,51.595238095238095,29.333333333333332,0.25333333333333347,0.4,4.666666666666667,45.36904761904762,26.392857142857142,5.246666666666667,5.540000000000001,11.166666666666666,44.394444444444446,21.516666666666666,7.073333333333334,15.319999999999999,26.166666666666668,10.985714285714286,6.28,38.714285714285715,2014.0,2.0,18.0,49.0,2013-2014,110.0,-0.5,2013-2014,-0.1
2014-02-19,0.0033333333333333335,0.0,0.2,51.0,24.833333333333332,,51.595238095238095,28.833333333333332,0.2566666666666668,0.4,5.0,46.5,27.523809523809522,5.25,5.540000000000001,11.166666666666666,44.42222222222222,21.816666666666666,7.076666666666667,15.319999999999999,26.166666666666668,10.985714285714286,6.282857142857142,39.57142857142857,2014.0,2.0,19.0,50.0,2013-2014,111.0,-0.5,2013-2014,-0.1
2014-02-20,0.01,0.18,0.0,47.833333333333336,20.5,,50.85714285714286,27.142857142857142,0.2650000000000002,0.58,5.333333333333333,47.17857142857142,28.0,5.193333333333333,4.680000000000001,11.166666666666666,44.30555555555555,21.977777777777778,7.086666666666667,15.5,26.166666666666668,11.114285714285716,6.291428571428571,40.42857142857143,2014.0,2.0,20.0,51.0,2013-2014,112.0,-0.5,2013-2014,-0.1
2014-02-21,0.0,0.0,0.0,51.666666666666664,22.0,,50.8095238095238,25.047619047619047,0.2516666666666668,0.58,6.166666666666667,48.1904761904762,27.761904761904763,5.161666666666667,4.4,11.166666666666666,44.35,22.188888888888886,7.086666666666667,15.5,26.166666666666668,11.114285714285716,6.291428571428571,41.285714285714285,2014.0,2.0,21.0,52.0,2013-2014,113.0,-0.5,2013-2014,-0.1
2014-02-22,0.0,0.0,0.0,52.0,21.666666666666668,,50.452380952380956,23.0,0.23000000000000012,0.58,6.833333333333333,49.214285714285715,27.202380952380953,4.5633333333333335,3.6,11.333333333333334,44.49444444444444,22.37222222222222,7.086666666666667,15.5,26.166666666666668,11.114285714285716,6.291428571428571,42.142857142857146,2014.0,2.0,22.0,53.0,2013-2014,114.0,-0.5,2013-2014,-0.1
2014-02-23,0.0,0.0,0.0,53.166666666666664,21.5,,50.38095238095238,21.9047619047619,0.013333333333333482,0.18,6.833333333333333,50.285714285714285,26.44047619047619,1.325,1.0,11.666666666666666,44.85,22.505555555555556,7.086666666666667,15.5,26.166666666666668,11.114285714285716,6.291428571428571,43.0,2014.0,2.0,23.0,54.0,2013-2014,115.0,-0.5,2013-2014,-0.1
2014-02-24,0.0,0.0,0.0,55.5,21.166666666666668,,51.5,21.833333333333332,0.013333333333333482,0.18,7.0,51.23809523809524,25.80952380952381,0.26666666666666666,0.58,11.666666666666666,45.15,22.594444444444445,7.086666666666667,15.5,26.166666666666668,11.114285714285716,6.291428571428571,43.857142857142854,2014.0,2.0,24.0,55.0,2013-2014,116.0,-0.5,2013-2014,-0.1
2014-02-25,0.0,0.0,0.0,57.833333333333336,22.166666666666668,,52.714285714285715,21.976190476190478,0.013333333333333482,0.18,7.0,52.154761904761905,25.6547619047619,0.26666666666666666,0.58,11.666666666666666,45.449999999999996,22.733333333333334,7.086666666666667,15.5,26.166666666666668,11.114285714285716,6.291428571428571,44.714285714285715,2014.0,2.0,25.0,56.0,2013-2014,117.0,-0.5,2013-2014,-0.1
2014-02-26,0.06666666666666667,0.0,0.0,54.0,26.166666666666668,,53.142857142857146,22.166666666666668,0.07666666666666681,0.18,6.833333333333333,52.36904761904762,25.5,0.3333333333333333,0.58,11.833333333333334,45.57777777777778,22.98888888888889,7.153333333333333,15.5,26.0,11.114285714285716,6.348571428571428,45.42857142857143,2014.0,2.0,26.0,57.0,2013-2014,118.0,-0.5,2013-2014,-0.1
2014-02-27,0.6549999999999999,3.6399999999999997,2.8,46.0,26.666666666666668,,52.88095238095238,23.047619047619047,0.7216666666666668,3.6399999999999997,6.833333333333333,51.86904761904762,25.0952380952381,0.9866666666666667,4.220000000000001,12.166666666666666,45.49444444444445,23.116666666666664,7.808333333333334,19.14,26.333333333333332,13.714285714285714,6.909999999999999,46.285714285714285,2014.0,2.0,27.0,58.0,2013-2014,119.0,-0.5,2013-2014,-0.1
2014-02-28,0.30666666666666664,2.7600000000000002,4.0,39.5,25.5,,51.142857142857146,23.547619047619047,1.0283333333333335,6.4,6.833333333333333,50.97619047619048,24.297619047619047,1.28,6.9799999999999995,13.0,45.050000000000004,22.86111111111111,7.97,21.9,27.0,15.685714285714285,7.172857142857143,47.142857142857146,2014.0,2.0,28.0,59.0,2013-2014,120.0,-0.5,2013-2014,-0.1
2014-03-01,0.22333333333333336,0.9800000000000001,3.0,42.333333333333336,27.5,,49.76190476190476,24.38095238095238,1.2516666666666667,7.38,6.833333333333333,50.10714285714286,23.69047619047619,1.4816666666666667,7.959999999999999,13.666666666666666,44.90555555555556,22.88888888888889,6.756666666666667,16.06,27.0,16.385714285714286,7.364285714285715,48.0,2014.0,3.0,1.0,60.0,2013-2014,121.0,-0.3,2013-2014,-0.1
2014-03-02,0.0033333333333333335,0.0,2.0,42.833333333333336,23.833333333333332,,48.285714285714285,24.71428571428571,1.2550000000000001,7.38,6.833333333333333,49.333333333333336,23.30952380952381,1.2683333333333333,7.56,13.666666666666666,45.205555555555556,23.066666666666666,6.633333333333333,14.5,27.0,16.385714285714286,7.367142857142857,48.857142857142854,2014.0,3.0,2.0,61.0,2013-2014,122.0,-0.3,2013-2014,-0.1
2014-03-03,0.05333333333333334,0.0,1.6,42.666666666666664,28.166666666666668,,46.452380952380956,25.71428571428571,1.3083333333333333,7.38,6.833333333333333,48.97619047619048,23.773809523809522,1.3216666666666665,7.56,13.833333333333334,45.51666666666667,23.76111111111111,6.6866666666666665,14.5,27.0,16.385714285714286,7.412857142857143,49.714285714285715,2014.0,3.0,3.0,62.0,2013-2014,123.0,-0.3,2013-2014,-0.1
2014-03-04,0.15,0.2,1.6,43.333333333333336,29.833333333333332,,44.38095238095238,26.80952380952381,1.4583333333333333,7.58,6.666666666666667,48.547619047619044,24.392857142857142,1.4716666666666667,7.76,13.666666666666666,45.916666666666664,24.433333333333334,6.826666666666667,14.7,26.833333333333332,16.52857142857143,7.541428571428571,50.42857142857143,2014.0,3.0,4.0,63.0,2013-2014,124.0,-0.3,2013-2014,-0.1
2014-03-05,0.03333333333333333,0.0,0.6,49.0,29.833333333333332,,43.666666666666664,27.333333333333332,1.425,7.58,6.666666666666667,48.404761904761905,24.75,1.5016666666666667,7.76,13.5,46.56111111111111,24.977777777777778,6.751666666666666,13.3,26.666666666666668,16.52857142857143,7.57,51.142857142857146,2014.0,3.0,5.0,64.0,2013-2014,125.0,-0.3,2013-2014,-0.1
2014-03-06,0.42333333333333334,0.0,0.0,49.0,32.166666666666664,,44.095238095238095,28.11904761904762,1.1933333333333336,3.94,6.0,48.48809523809524,25.583333333333332,1.915,7.58,12.833333333333334,47.09444444444444,25.766666666666666,7.175,13.3,26.0,16.52857142857143,7.932857142857143,51.42857142857143,2014.0,3.0,6.0,65.0,2013-2014,126.0,-0.3,2013-2014,-0.1
2014-03-07,0.02666666666666667,0.0,0.0,45.666666666666664,26.666666666666668,,44.97619047619048,28.28571428571429,0.9133333333333334,1.1800000000000002,6.0,48.05952380952382,25.916666666666668,1.9416666666666667,7.58,12.833333333333334,47.44444444444445,26.355555555555554,7.201666666666667,13.3,26.0,16.52857142857143,7.9557142857142855,52.285714285714285,2014.0,3.0,7.0,66.0,2013-2014,127.0,-0.3,2013-2014,-0.1
2014-03-08,0.0,0.0,0.0,51.5,22.0,,46.285714285714285,27.5,0.6900000000000001,0.2,6.0,48.023809523809526,25.94047619047619,1.9416666666666667,7.58,12.833333333333334,47.88333333333333,26.62777777777778,7.135000000000001,12.26,26.0,16.52857142857143,7.9557142857142855,53.142857142857146,2014.0,3.0,8.0,67.0,2013-2014,128.0,-0.3,2013-2014,-0.1
